,Sq_Ft_Tot_Living,Sq_Ft_Lot,Bathroom_count,Bedroom_count,Bldg_Grade,House_Sale_Price
659,3190,7587,2.5,3,9,589196.0
660,3190,7386,2.5,3,9,581260.0
661,3190,8292,2.5,3,9,556376.0
662,2970,8119,2.5,4,9,558696.0
663,2800,7974,3.0,5,9,567608.0
664,2560,6184,3.0,4,9,537705.0
665,2560,6200,3.0,4,9,540957.0
666,2830,7052,2.5,4,9,610049.0
667,3190,6826,2.5,3,9,580051.0
668,2290,6675,3.0,6,6,317260.0
669,1840,7200,3.0,4,6,312120.0
670,2290,9100,3.0,6,6,357490.0
671,1660,1634,2.5,3,8,497553.0
672,1660,1705,2.5,3,8,497553.0
673,1910,14850,1.75,4,7,324879.0
674,1050,18304,2.0,3,7,247517.0
675,1050,18304,2.0,3,7,182385.0
676,1650,14850,2.0,3,7,311345.0
677,980,14850,1.0,3,7,276078.0
678,1160,19965,1.0,3,7,213644.0
679,1800,16600,1.75,3,7,324662.0
680,1612,16600,1.5,3,7,312084.0
681,1520,15000,1.0,3,7,211725.0
682,1040,14850,1.75,3,7,276690.0
683,1810,11306,2.25,3,7,370514.0
684,1300,8800,1.5,3,7,220198.0
685,1500,5393,2.25,4,7,291979.0
686,1680,5586,2.25,4,7,340300.0
687,3850,7128,3.5,6,9,868386.0
688,2620,6325,2.5,3,9,796318.0
689,2830,6095,2.5,4,9,660317.0
690,2830,6095,2.5,4,9,708974.0
691,3130,5106,2.5,5,9,709699.0
692,2760,5000,2.5,4,9,687675.0
693,2780,5572,2.5,4,9,698852.0
694,2200,4052,2.5,3,8,376901.0
695,1440,4000,1.75,3,7,406919.0
696,1510,6356,1.0,3,7,414425.0
697,1090,5120,1.0,3,7,409180.0
698,1980,5120,2.0,4,7,531075.0
699,1280,5120,1.5,2,6,456250.0
700,1280,7102,1.0,3,7,341143.0
701,2670,12966,2.75,5,7,436724.0
702,2170,7443,2.5,3,8,379888.0
703,1730,6007,2.0,3,8,363592.0
704,2850,8206,2.75,4,9,754746.0
705,2330,5262,2.5,3,9,611111.0
706,2610,6152,2.5,4,9,678394.0
707,2390,15168,2.5,4,8,588965.0
708,2390,15168,2.5,4,8,508310.0
709,2730,10251,2.5,4,9,697069.0
710,2750,7779,2.5,3,9,704134.0
711,2740,7347,2.5,3,9,701612.0
712,2730,11356,2.5,4,9,656245.0
713,1820,19602,2.25,3,7,339160.0
714,2170,125017,1.75,4,7,686003.0
715,2480,30000,2.5,4,8,596242.0
716,1900,19568,2.75,3,9,988496.0
717,2200,16237,2.25,3,10,895378.0
718,1300,22359,1.75,3,7,390081.0
719,1300,22359,1.75,3,7,238871.0
720,1340,8400,1.5,4,7,286077.0
721,1000,34840,1.0,2,7,402963.0
722,1390,13500,2.0,3,6,316756.0
723,1560,13681,1.5,4,7,315435.0
724,980,13770,1.0,3,6,256127.0
725,2180,13770,3.0,4,7,383309.0
726,2320,72745,1.0,3,8,457402.0
727,2170,150282,2.0,4,7,381104.0
728,2280,213879,2.5,3,8,365522.0
729,1640,9234,2.0,3,7,367796.0
730,2450,10800,2.25,5,7,411148.0
731,2180,7236,2.5,4,7,430465.0
732,1880,10758,2.0,3,6,283599.0
733,1840,37953,2.5,3,8,621386.0
734,2900,6165,2.5,5,8,662632.0
735,1630,74320,1.75,4,7,605193.0
736,2860,59677,2.5,3,8,631237.0
737,2173,21680,1.75,4,8,561894.0
738,2600,25200,2.5,5,8,421643.0
739,2710,32070,2.5,3,9,826754.0
740,2710,32070,2.5,3,9,818763.0
741,1700,35112,2.25,3,8,539157.0
742,1120,45302,1.0,2,5,249923.0
743,1660,83635,1.75,4,7,687580.0
744,2740,101930,2.0,3,9,944262.0
745,1300,12378,1.75,3,6,427295.0
746,1300,10236,1.0,3,6,365452.0
747,1900,15123,2.5,4,8,443968.0
748,1920,15124,2.5,3,8,491701.0
749,3530,15286,2.5,4,9,680232.0
750,1710,5000,1.0,3,7,375873.0
751,1320,5000,1.0,3,7,218141.0
752,3810,13579,3.25,4,10,925674.0
753,2340,50233,2.0,4,7,529820.0
754,2780,32711,2.5,4,9,839314.0
755,1610,10056,1.5,3,7,355000.0
756,1440,9607,1.0,3,6,396746.0
757,1440,9607,1.0,3,6,292038.0
758,2190,19984,1.75,4,7,547353.0
759,2370,11310,2.25,4,8,473659.0
760,1290,11218,1.0,3,7,384298.0
761,4260,37477,3.0,5,9,878756.0
762,1010,7200,1.0,2,7,225311.0
763,1780,11000,2.5,3,8,467570.0
764,4320,64904,3.0,5,9,926295.0
765,3610,10499,3.25,6,8,625995.0
766,2420,198198,2.5,3,9,763979.0
767,2790,230868,2.5,4,8,660911.0
768,2790,230868,2.5,4,8,617987.0
769,1780,214315,1.5,3,7,590838.0
770,1430,214750,1.0,2,7,456048.0
771,3780,214750,2.75,4,9,897203.0
772,3450,43216,2.5,4,9,699802.0
773,3910,7199,3.5,5,9,1404542.0
774,2960,26742,2.5,5,8,1152649.0
775,2410,9865,2.25,4,9,656565.0
776,2880,7128,2.5,3,10,987339.0
777,2750,18958,2.75,3,9,1520212.0
778,4110,7909,4.5,4,10,1122807.0
779,4090,10656,3.5,3,11,1672302.0
780,4700,10120,3.5,4,11,2112141.0
781,700,13535,0.75,1,6,456618.0
782,2460,14023,2.5,3,9,674188.0
783,2460,12069,2.5,3,9,734509.0
784,2320,12003,2.5,3,9,683589.0
785,3910,14062,3.5,4,9,751727.0
786,3220,10393,3.5,5,9,769554.0
787,2320,7373,2.5,3,9,671605.0
788,2740,5735,2.75,3,9,936261.0
789,920,2930,1.0,2,7,407389.0
790,1360,3718,2.5,3,7,410143.0
791,1300,3363,2.5,3,7,369989.0
792,1000,2986,1.0,3,7,343393.0
793,1000,2986,1.0,3,7,437442.0
794,870,3256,1.0,2,7,315138.0
795,1260,3000,1.0,3,7,577655.0
796,1550,4000,1.0,4,8,645697.0
797,1550,4000,1.0,4,8,651903.0
798,1080,3600,1.0,2,7,442923.0
799,1080,3600,1.0,2,7,399204.0
800,2490,5000,2.5,3,8,964564.0
801,1780,6000,1.75,3,8,909474.0
802,1010,7338,1.0,2,7,324003.0
803,1010,7719,1.5,3,7,308372.0
804,3140,12075,2.5,5,8,411734.0
805,1320,7883,1.0,3,6,275364.0
806,3810,3000,3.5,5,9,724873.0
807,3810,3000,3.5,5,9,735834.0
808,1390,3150,2.0,3,7,546152.0
809,1120,5875,1.0,3,7,405584.0
810,840,5500,1.0,2,7,446332.0
811,840,5500,1.0,2,7,459986.0
812,3150,5500,3.0,4,9,962211.0
813,1060,5750,1.0,4,6,435204.0
814,2520,6000,2.5,3,8,797609.0
815,1730,6000,2.0,5,7,561068.0
816,2290,2350,3.0,4,9,545389.0
817,1880,10500,2.5,4,7,329807.0
818,1880,10500,2.5,4,7,209475.0
819,1190,5415,1.75,2,8,618211.0
820,1620,7134,1.5,3,8,587098.0
821,1610,8674,1.5,4,7,415956.0
822,1130,8640,1.0,3,7,392384.0
823,2240,6920,2.5,4,8,591835.0
824,1040,7541,1.0,3,6,291539.0
825,2070,8658,2.5,4,8,460060.0
826,4200,7245,4.5,6,8,826139.0
827,1340,11800,2.0,3,7,401796.0
828,1810,11250,1.75,4,7,345397.0
829,1500,11250,1.75,4,7,460617.0
830,960,11250,1.0,3,7,371473.0
831,910,9702,1.0,3,7,179757.0
832,940,7881,1.75,3,7,271593.0
833,1340,8400,1.0,4,7,272206.0
834,1340,8400,1.0,4,7,265755.0
835,2630,10200,2.5,4,8,485690.0
836,1340,6011,2.0,3,7,277875.0
837,1360,5967,1.0,3,6,225553.0
838,1180,6000,1.0,3,7,292803.0
839,1560,6391,1.5,3,6,269841.0
840,3020,7340,1.75,3,7,377778.0
841,1770,6500,2.0,3,7,356467.0
842,970,5201,1.5,3,6,99247.0
843,1120,10890,1.0,3,7,315725.0
844,1400,6300,1.0,4,7,373114.0
845,3300,7368,4.0,5,9,639821.0
846,700,6000,1.0,2,6,299173.0
847,700,6000,1.0,2,6,317750.0
848,900,7020,1.0,2,7,283022.0
849,1140,8263,1.75,3,7,337680.0
850,870,6466,1.0,2,6,275088.0
851,1390,7494,2.0,4,6,321049.0
852,1230,7500,1.0,3,7,325835.0
853,1180,6552,1.0,2,6,314742.0
854,1670,7200,1.75,4,7,333609.0
855,2250,8012,2.0,4,7,408384.0
856,770,6286,1.0,2,6,328537.0
857,1380,7470,1.0,3,7,321877.0
858,1380,7470,1.0,3,7,384229.0
859,2090,9702,2.5,4,7,443379.0
860,660,6509,1.0,2,6,236073.0
861,660,6509,1.0,2,6,269923.0
862,740,5400,1.0,2,5,278590.0
863,740,6172,1.0,2,5,217104.0
864,740,5200,1.0,2,5,248414.0
865,740,5200,1.0,2,5,201804.0
866,1170,5200,1.75,3,5,271593.0
867,700,5200,1.0,2,6,275242.0
868,1210,5200,2.0,3,5,327278.0
869,1170,5400,1.0,4,6,282744.0
870,970,10244,1.0,3,5,291102.0
871,700,4700,1.0,2,5,229486.0
872,700,5100,1.0,2,5,220410.0
873,1010,7695,1.75,2,5,199892.0
874,1320,6186,1.0,3,6,316069.0
875,1480,7276,2.0,2,6,282532.0
876,1170,7350,1.0,3,5,261941.0
877,1560,11880,1.75,3,8,329807.0
878,2400,12558,2.5,4,7,371577.0
879,2460,53143,2.5,3,8,526492.0
880,1390,101494,2.0,3,7,396190.0
881,1420,43210,2.0,3,7,323048.0
882,1580,5250,1.0,3,7,297342.0
883,960,5400,1.75,3,5,281146.0
884,960,5400,1.75,3,5,266121.0
885,1420,9600,1.0,3,6,292642.0
886,1640,19000,1.0,3,6,312016.0
887,960,6500,1.0,3,6,312866.0
888,1300,6500,1.0,3,5,310702.0
889,3370,8676,3.25,4,9,577655.0
890,2380,10454,2.5,4,7,300691.0
891,2380,10454,2.5,4,7,236049.0
892,930,7742,1.0,2,6,275380.0
893,1940,15768,1.75,3,7,327537.0
894,1310,5960,1.0,3,6,285255.0
895,820,6098,1.0,2,6,272568.0
896,1500,25917,1.75,4,7,492757.0
897,1390,6602,1.75,3,7,257886.0
898,1890,7635,2.25,3,8,368120.0
899,2090,6637,2.5,4,8,459958.0
900,2090,6637,2.5,4,8,448765.0
901,2150,7303,2.5,4,8,488034.0
902,2810,5360,2.5,4,9,650439.0
903,1640,2808,2.0,3,7,547767.0
904,1640,2808,2.0,3,7,668921.0
905,790,1774,1.5,1,8,261617.0
906,750,1462,1.5,2,8,274698.0
907,750,1170,1.5,2,8,356505.0
908,830,1034,1.5,2,8,287713.0
909,4000,17859,2.75,4,8,603682.0
910,3020,23522,2.25,3,9,1750216.0
911,2010,10752,2.5,4,8,497072.0
912,2800,19168,2.75,4,10,1011592.0
913,2050,17859,2.75,4,7,429712.0
914,3060,23472,1.75,3,9,714216.0
915,2230,21222,2.5,3,8,595576.0
916,2890,21109,2.25,3,8,809415.0
917,4230,132228,3.25,4,11,1366111.0
918,2710,24263,2.5,4,8,725835.0
919,1260,6500,1.0,3,6,344336.0
920,800,6313,1.0,2,6,232295.0
921,800,6313,1.0,2,6,186355.0
922,800,6320,1.0,2,5,260100.0
923,960,5700,2.0,3,6,299590.0
924,960,5700,1.0,3,6,270544.0
925,1280,4840,1.5,3,7,456064.0
926,1240,3600,1.0,3,7,387211.0
927,1070,937,1.5,2,8,363592.0
928,1200,6969,1.0,3,7,417166.0
929,1860,10027,2.5,3,8,609084.0
930,4340,141570,2.5,4,11,1207018.0
931,3250,101930,3.5,5,9,950032.0
932,3560,47480,3.0,4,9,855549.0
933,2470,50094,2.75,4,8,567019.0
934,4080,217800,4.0,3,10,987269.0
935,1020,5702,1.0,3,6,260843.0
936,1680,8742,1.75,4,6,314519.0
937,970,6132,1.0,2,7,258051.0
938,1850,29525,2.25,3,8,660441.0
939,3740,179902,2.5,4,7,785914.0
940,2790,53143,2.5,3,9,787136.0
941,960,10952,1.0,3,6,303222.0
942,1300,8160,1.0,3,7,339058.0
943,1970,10800,1.75,3,7,422454.0
944,2400,5723,1.75,3,7,584241.0
945,1600,5917,1.75,3,7,591889.0
946,2340,6300,2.0,4,7,772712.0
947,1280,5724,1.0,2,8,401353.0
948,3970,5618,3.25,4,9,479661.0
949,2030,5720,2.0,4,7,608447.0
950,2190,6783,2.75,3,8,682475.0
951,2480,6000,2.5,4,8,755556.0
952,1650,6000,1.0,3,7,562181.0
953,2440,9889,2.75,4,7,674603.0
954,1290,5141,1.5,2,7,611396.0
955,1510,5406,1.0,3,7,505796.0
956,1400,5512,1.0,2,7,473402.0
957,1820,5880,2.0,3,7,532658.0
958,1500,6148,1.0,3,7,526728.0
959,1500,5664,1.5,3,7,520997.0
960,1500,5664,1.75,3,7,536053.0
961,1450,5664,1.75,3,7,429852.0
962,1960,5856,1.75,4,7,593717.0
963,1420,6120,2.0,4,7,520995.0
964,990,6120,1.75,3,7,424918.0
965,1030,6496,1.0,2,7,453625.0
966,1130,7451,1.0,3,7,503121.0
967,1360,5500,1.0,4,7,472156.0
968,1890,5900,2.0,4,7,552973.0
969,1520,5394,1.75,4,7,498355.0
970,1150,1225,2.25,3,8,524663.0
971,890,3500,1.0,2,7,442150.0
972,890,3500,1.0,2,7,530646.0
973,1240,5000,1.0,3,7,575794.0
974,960,3600,1.0,3,7,491135.0
975,960,3600,1.0,3,7,476215.0
976,1530,5000,1.75,2,7,583354.0
977,1650,5000,1.75,3,8,544400.0
978,1650,5000,1.75,3,8,567608.0
979,1620,4017,2.0,4,7,570344.0
980,1500,3920,1.0,3,7,542386.0
981,1980,3450,2.0,4,7,486465.0
982,1540,3740,2.0,4,7,488867.0
983,1380,5080,1.5,2,6,459762.0
984,1610,3210,1.75,4,7,439078.0
985,1550,4000,1.75,3,8,643855.0
986,3180,4000,3.25,3,9,924055.0
987,1980,5000,3.0,3,7,499670.0
988,960,5000,1.0,2,7,461858.0
989,2810,3009,3.0,3,9,788674.0
990,1380,4500,2.0,3,7,458608.0
991,1530,5000,1.0,3,7,493115.0
992,1130,5000,1.0,2,7,493389.0
993,2170,5000,1.75,3,7,550653.0
994,1300,2500,2.0,2,7,415556.0
995,910,5000,1.0,2,6,457369.0
996,1120,5000,1.0,2,7,505749.0
997,2000,3750,1.75,4,8,510242.0
998,2640,3749,3.5,3,9,846283.0
999,2640,3749,3.5,3,9,846498.0
1000,1160,5000,1.75,3,7,477744.0
1001,1920,5000,2.5,3,7,459004.0
1002,1920,5000,2.5,3,7,420410.0
1003,1940,5000,2.5,3,7,596417.0
1004,2330,3500,4.0,4,8,903634.0
1005,1300,3500,1.0,3,6,453091.0
1006,1940,3450,2.0,3,7,567760.0
1007,3650,5039,3.5,5,9,864652.0
1008,1390,5000,1.0,3,7,524717.0
1009,2170,4500,2.25,3,8,706141.0
1010,2170,4500,2.25,3,8,665167.0
1011,930,3750,1.0,2,6,475936.0
1012,2820,2850,3.0,4,7,519074.0
1013,2820,2850,3.0,4,7,713138.0
1014,2000,5680,1.75,3,7,523731.0
1015,1730,3000,2.5,3,8,484273.0
1016,3410,7650,3.75,3,9,1227991.0
1017,2600,5100,3.5,4,8,768512.0
1018,2600,5100,3.5,4,8,737252.0
1019,1800,7455,2.0,4,7,488606.0
1020,1160,5000,1.0,2,8,555010.0
1021,2000,5000,1.75,3,7,714518.0
1022,1360,5000,1.0,2,7,495672.0
1023,1960,5000,1.75,3,7,653466.0
1024,1340,4750,1.0,4,7,516491.0
1025,1130,746,1.5,2,8,555074.0
1026,1400,5000,1.5,2,7,479915.0
1027,1510,1727,3.5,3,8,423277.0
1028,830,5000,1.0,2,6,421053.0
1029,1320,5000,1.0,3,7,550569.0
1030,3520,4895,3.0,4,8,721449.0
1031,1700,4600,2.0,4,7,535940.0
1032,3130,5000,4.5,5,7,897864.0
1033,1780,5000,2.75,4,7,650736.0
1034,1410,4000,1.75,3,7,513329.0
1035,1330,1312,2.25,3,8,441854.0
1036,1250,1210,2.5,2,8,453713.0
1037,1360,1289,2.25,2,8,441268.0
1038,1180,1203,2.25,2,8,431274.0
1039,1180,1203,2.25,2,8,537026.0
1040,1370,1286,2.25,2,8,445614.0
1041,1135,1217,2.25,3,8,416613.0
1042,1880,3750,1.5,3,7,517667.0
1043,1610,970,2.25,3,8,770902.0
1044,1320,1134,2.0,3,8,469202.0
1045,1320,1286,2.0,3,8,453906.0
1046,1370,1194,3.25,3,8,444173.0
1047,1310,1306,3.0,3,8,498591.0
1048,1300,1187,2.5,3,8,468956.0
1049,1320,1194,1.5,2,7,437655.0
1050,1750,1879,2.25,3,8,568980.0
1051,2020,3118,2.5,4,8,669382.0
1052,2020,3118,2.5,4,8,786582.0
1053,1750,2487,2.25,2,7,399256.0
1054,2960,6500,2.5,4,9,1317774.0
1055,1610,7650,2.5,4,9,1091411.0
1056,3370,7920,3.0,4,10,1137492.0
1057,2140,4560,2.0,4,7,776785.0
1058,2120,6865,2.0,4,7,417684.0
1059,1200,9399,1.5,3,7,365504.0
1060,2150,2527,1.75,3,8,814693.0
1061,2050,2775,1.75,3,8,640000.0
1062,2070,4200,2.0,3,7,755410.0
1063,2350,5700,1.0,2,8,903497.0
1064,2210,3420,2.25,4,8,925814.0
1065,1170,1079,1.5,2,7,464736.0
1066,1180,1251,1.5,2,7,479799.0
1067,925,1115,1.5,2,7,451841.0
1068,1430,2200,2.5,3,7,612886.0
1069,2860,3460,1.75,7,8,895873.0
1070,1830,3600,1.5,5,7,711881.0
1071,2260,3040,2.75,5,8,723951.0
1072,1630,5700,1.75,3,7,685316.0
1073,1860,5301,2.75,4,8,865449.0
1074,2590,9812,3.25,4,7,398400.0
1075,2120,9975,2.0,5,7,394088.0
1076,1740,4816,1.75,4,7,516026.0
1077,1740,4816,1.75,4,7,539557.0
1078,1340,3440,1.0,2,7,460617.0
1079,960,5750,1.0,2,7,417203.0
1080,2520,5980,2.0,3,8,649304.0
1081,2760,7200,1.75,6,7,561817.0
1082,2760,7200,1.75,6,7,559514.0
1083,1940,9984,1.75,4,7,508498.0
1084,2670,3858,2.5,3,10,898520.0
1085,2670,3883,2.5,3,10,874455.0
1086,2920,3901,2.5,3,10,894502.0
1087,2920,3942,2.5,3,10,899174.0
1088,2040,2610,3.5,3,9,699553.0
1089,2990,3685,3.25,3,10,1029505.0
1090,2550,5663,2.25,2,10,806948.0
1091,2550,5663,2.25,2,10,739617.0
1092,3660,4912,3.0,3,11,1267454.0
1093,2040,2148,3.5,3,9,671546.0
1094,2130,3740,3.0,3,9,650134.0
1095,2130,3210,3.5,3,9,667124.0
1096,1010,764,1.0,2,9,552939.0
1097,1430,4560,1.0,2,8,509419.0
1098,1250,232610,1.0,3,7,291703.0
1099,2370,50965,2.5,3,8,555766.0
1100,2370,50965,2.5,3,8,538421.0
1101,1490,9331,1.75,2,6,575236.0
1102,2879,7955,3.25,3,10,1153180.0
1103,1780,10890,2.0,3,7,334058.0
1104,1780,10890,2.0,3,7,242451.0
1105,2040,226730,3.0,3,8,556680.0
1106,2250,83635,2.0,6,7,487759.0
1107,1040,83199,1.5,2,7,328493.0
1108,820,10450,1.0,2,7,277889.0
1109,1400,6956,1.75,3,7,302939.0
1110,1400,6956,1.75,3,7,239121.0
1111,1460,10200,1.0,3,7,237284.0
1112,1260,43560,2.0,3,7,345638.0
1113,3264,38363,3.75,7,8,397303.0
1114,2630,22000,1.75,4,7,455068.0
1115,1230,12370,1.0,3,7,233548.0
1116,800,5313,1.0,0,7,175181.0
1117,2620,214750,3.0,4,8,688105.0
1118,2720,213008,2.75,3,9,620425.0
1119,3310,387684,2.5,3,8,707028.0
1120,2200,8740,2.0,4,7,218785.0
1121,2280,10725,2.0,4,7,331541.0
1122,2060,12459,2.75,4,7,464957.0
1123,2420,15482,2.25,4,8,869418.0
1124,1170,12154,1.0,2,7,544507.0
1125,4280,9583,3.5,4,11,1627529.0
1126,4860,10799,3.5,5,10,1444775.0
1127,2610,7405,2.5,4,10,1013479.0
1128,2075,11325,1.75,5,7,796360.0
1129,1790,15264,2.0,3,8,724831.0
1130,2330,10777,2.5,3,9,968640.0
1131,1820,4764,2.5,4,9,823185.0
1132,2100,4097,2.5,3,9,941482.0
1133,1310,28920,1.0,3,6,317260.0
1134,1310,28920,1.0,3,6,385718.0
1135,3620,8375,4.5,4,10,1100843.0
1136,1490,2975,1.0,2,7,524693.0
1137,3030,4080,2.25,5,8,754764.0
1138,3880,152460,2.75,5,9,952188.0
1139,2320,219978,2.5,3,8,857846.0
1140,2900,24750,2.75,5,7,538081.0
1141,3510,46609,3.0,5,7,620146.0
1142,3110,35001,2.5,4,9,897864.0
1143,3900,40962,3.25,4,10,878431.0
1144,1200,13240,1.75,2,6,377690.0
1145,990,15120,1.0,2,6,385259.0
1146,1830,6671,1.75,3,7,401253.0
1147,1890,16001,1.75,3,7,469019.0
1148,1650,7276,1.75,4,7,279319.0
1149,1260,8487,1.75,3,7,376140.0
1150,2542,9601,2.5,4,8,568889.0
1151,4740,55321,4.5,4,11,1209814.0
1152,2060,19440,1.5,3,7,559786.0
1153,2060,19440,1.5,3,7,606128.0
1154,720,6896,1.0,2,6,388155.0
1155,1280,1373,2.25,3,7,389925.0
1156,1270,1242,2.5,2,7,382755.0
1157,1280,1452,2.25,3,7,364891.0
1158,1270,1241,2.5,2,7,371908.0
1159,1270,876,2.5,2,7,334960.0
1160,1280,1406,2.25,3,7,383892.0
1161,1290,8040,1.75,4,6,357824.0
1162,2070,48370,1.75,3,6,545079.0
1163,1960,20776,2.75,3,7,382055.0
1164,1530,8900,1.5,3,7,307001.0
1165,2110,16000,2.5,4,8,358231.0
1166,1670,16752,2.5,4,7,281203.0
1167,1690,12416,2.5,3,7,322311.0
1168,2010,6250,2.5,4,7,390787.0
1169,1370,5400,2.0,3,7,335462.0
1170,2070,4698,2.5,5,7,395910.0
1171,4740,29034,2.25,4,9,1503455.0
1172,1390,10262,1.0,3,7,721449.0
1173,2120,4046,1.75,3,7,543069.0
1174,1420,4046,1.5,2,7,498361.0
1175,1380,3031,1.5,3,7,481805.0
1176,730,4005,1.0,2,6,370885.0
1177,2490,4005,2.75,6,7,689512.0
1178,2040,4005,1.75,3,8,494890.0
1179,1760,4046,2.0,3,7,558600.0
1180,1850,4388,1.75,4,8,643544.0
1181,1770,4388,1.5,6,8,622857.0
1182,2200,5375,3.0,5,8,460617.0
1183,2220,14050,2.5,3,8,534176.0
1184,3550,7907,2.75,4,9,958972.0
1185,2930,13316,1.75,4,9,934764.0
1186,2330,3000,2.5,2,8,584620.0
1187,2835,5110,3.0,5,8,725695.0
1188,820,1270,1.5,2,7,888889.0
1189,820,1270,1.5,2,7,363701.0
1190,920,1201,2.0,2,8,392957.0
1191,920,1201,2.0,2,8,399181.0
1192,1490,1161,2.5,3,8,414664.0
1193,1490,1161,2.5,3,8,448932.0
1194,1340,1187,2.25,3,8,523077.0
1195,1710,1599,2.75,4,8,435095.0
1196,1490,5300,2.0,4,7,447412.0
1197,1260,1251,3.0,3,7,342879.0
1198,1320,1071,3.0,3,7,400406.0
1199,1390,3090,1.0,3,7,305189.0
1200,1240,1493,2.25,3,8,482456.0
1201,2230,8624,2.5,4,8,618065.0
1202,920,3329,1.25,1,9,497389.0
1203,1520,2987,2.5,2,9,718713.0
1204,2250,2900,3.5,4,8,833832.0
1205,1080,6760,1.5,2,6,466248.0
1206,1450,6322,1.0,2,8,588638.0
1207,3800,5000,3.75,4,11,1271269.0
1208,3400,10400,1.75,3,8,873844.0
1209,2290,5002,2.5,3,8,660655.0
1210,3870,5200,3.5,4,9,1148768.0
1211,2700,6000,1.75,4,8,730201.0
1212,2530,6000,1.75,4,8,571803.0
1213,2320,5400,2.25,3,7,643793.0
1214,1850,4800,2.25,4,8,619891.0
1215,2300,6000,1.75,3,8,766390.0
1216,1420,5880,1.75,3,8,656486.0
1217,1700,5880,1.75,3,8,591025.0
1218,2510,25180,2.5,3,10,756916.0
1219,3780,27896,2.5,4,9,693907.0
1220,3580,14217,2.75,3,10,724096.0
1221,2480,12150,1.75,3,8,506000.0
1222,1870,7557,2.5,3,7,364693.0
1223,2340,51822,1.75,3,7,254467.0
1224,2080,8045,2.25,6,7,426874.0
1225,1900,7201,2.25,3,7,372541.0
1226,1930,6750,1.75,3,8,814730.0
1227,2460,4000,2.5,4,7,548360.0
1228,1300,1184,1.5,2,8,421939.0
1229,1300,1184,1.5,2,8,387507.0
1230,1540,4438,1.5,2,6,348160.0
1231,590,4500,1.0,2,6,222958.0
1232,1680,13500,1.75,4,7,466167.0
1233,1610,15031,1.75,3,7,468848.0
1234,2040,15695,1.75,3,8,540363.0
1235,1530,14400,1.5,3,8,556066.0
1236,2200,17200,1.75,4,8,449441.0
1237,4400,186846,3.25,4,9,896080.0
1238,2030,103672,2.0,4,7,364298.0
1239,1800,12196,1.5,3,7,325126.0
1240,1620,106722,2.25,4,8,465510.0
1241,1720,99916,2.5,3,7,449963.0
1242,1300,10139,1.0,3,7,277487.0
1243,1000,10125,1.0,3,6,241150.0
1244,1350,9964,1.5,3,6,301385.0
1245,2000,25505,2.5,3,7,295945.0
1246,2140,38400,2.5,4,8,466833.0
1247,1640,210830,1.0,2,6,537470.0
1248,1640,210830,1.0,2,6,467302.0
1249,742,33600,1.0,2,5,290668.0
1250,1220,7415,1.5,3,6,230579.0
1251,1830,79180,2.5,4,7,518771.0
1252,2260,42850,2.25,4,7,466610.0
1253,2260,42850,2.25,4,7,423320.0
1254,3740,74783,3.5,4,10,896356.0
1255,3830,502246,3.25,5,9,1711313.0
1256,1860,219766,2.5,3,8,563785.0
1257,1760,19712,1.75,3,7,475464.0
1258,1040,21357,1.75,3,7,435410.0
1259,2610,12180,2.0,3,7,365504.0
1260,2610,12180,2.0,3,7,328074.0
1261,2070,11264,1.75,3,7,189453.0
1262,1590,6700,1.0,5,6,235382.0
1263,920,10500,1.0,2,6,261507.0
1264,1550,9060,1.75,3,7,359959.0
1265,1030,7260,2.0,3,6,277742.0
1266,1040,7803,2.5,3,7,341319.0
1267,2360,15504,2.25,4,7,699250.0
1268,7000,28206,3.25,4,12,3789055.0
1269,2900,10868,3.0,4,9,908559.0
1270,4160,12208,3.0,4,9,1079987.0
1271,2780,14568,2.5,4,9,635174.0
1272,2470,13723,2.25,3,9,721270.0
1273,2470,13723,2.25,3,9,781351.0
1274,4540,25828,3.25,4,11,1168125.0
1275,2550,12233,2.5,3,9,752602.0
1276,2550,12233,2.5,3,9,816317.0
1277,5060,12019,4.5,5,10,1072281.0
1278,3700,22588,3.0,4,11,1063551.0
1279,4975,20130,4.0,4,11,1280000.0
1280,3440,14485,2.25,3,10,932716.0
1281,3390,16025,2.0,4,10,1007919.0
1282,4060,20822,3.25,4,10,930180.0
1283,6880,15277,5.25,5,11,1759525.0
1284,3000,16064,2.5,4,9,804693.0
1285,3730,13264,3.25,3,9,1131991.0
1286,3360,15044,3.0,3,10,1013665.0
1287,3460,15745,3.5,3,10,904962.0
1288,4530,24181,3.25,4,10,1240079.0
1289,1750,4040,1.75,3,8,704652.0
1290,1260,2240,1.0,3,7,501528.0
1291,2070,3224,3.0,3,8,780115.0
1292,1710,3300,2.75,3,9,785503.0
1293,1930,3300,2.0,3,8,782021.0
1294,2120,3333,2.5,4,7,791613.0
1295,950,3960,1.0,2,7,477461.0
1296,1310,5600,1.0,2,7,630567.0
1297,6170,20734,3.25,5,12,2867758.0
1298,1260,106722,1.0,2,7,631122.0
1299,1260,106722,1.0,2,7,526481.0
1300,1090,10523,1.75,3,7,317386.0
1301,1090,10523,1.75,3,7,516510.0
1302,2830,81457,3.5,4,9,1191061.0
1303,3210,43060,2.5,4,10,894247.0
1304,790,19294,1.0,2,6,400149.0
1305,1430,10574,1.75,3,7,397104.0
1306,2330,10164,2.0,4,9,639556.0
1307,1670,47590,1.75,3,7,373594.0
1308,1670,47590,1.75,3,7,480505.0
